**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on August 5, 2014
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Locality
********
FR Number	Yard FR Number	Locality Type	Field Number/Drillhole Name	Depth From	Depth To	Depth Unit	Drill Type	Original Grid Reference	NZMG Easting	NZMG Northing	NZGD49 Latitude	NZGD49 Longitude	Map Year	Method	Accuracy	Locality	Country	Coordinate Comments	Locality Comments	Stratigraphic Name	Inferred Stage Lower	Inferred Lower Modifier	Inferred Stage Upper	Inferred Upper Modifier	Inferred Age Start	Inferred Age Stop	Known Stage Lower	Known Lower Modifier	Known Stage Upper	Known Upper Modifier	Known Age Start	Known Age Stop	Samples Nearby	Sample Relationships	Stratigraphic Relationships	Column/Map	Dip	Dip Direction	Strike	Facing	Stratigraphy Comments	
N28/f0097		Outcrop						(N28) 2513400 5972500 (New Zealand Map Grid)	2513399.9999999977	5972499.999995334	41.45607°S	173.04067°E	1975			HEAD OF SMALL NORTH GULLY. FROM FOSSILIFEROUS BAND IMMEDIATELY ABOVE PROMINENT OUTCROPS.	New Zealand			RICHMOND GROUP	Etalian				245.5	238.0	Etalian				245.5	238.0					25	SW	110			
N28/f0098		Outcrop						(N28) 2513500 5971700 (New Zealand Map Grid)	2513499.999999997	5971699.9999952605	41.46327°S	173.04187°E	1975			UPPER PIG VALLEY - FARM TRACK WEST SIDE OF STREAM.	New Zealand			RICHMOND GROUP	Etalian				245.5	238.0											45	SW	130			
N28/f0102A		Outcrop	SRO.832					N28 140 720 (NZMS260 map reference (truncated))	2513999.9999999977	5971999.999995288	41.46057°S	173.04785°E	1987	Map - 1:50,000 scale	50.0	In bank of farm track, west side of where it cuts across south trending gully/streamlet.	New Zealand			Te Arowhenua Fm	Etalian				245.5	238.0																
N28/f0147		Outcrop	D18					N28 153 731 (NZMS260 map reference (truncated))	2515299.9999999977	5973099.999995389	41.45066°S	173.0634°E		Map - 1:50,000 scale	50.0	Pig Valley, in higher two tracks, on hillside immediately above N28/f095	New Zealand																									
N28/f0164		Outcrop	JDC2722					N28 152 730 (NZMS260 map reference (truncated))	2515199.9999999967	5972999.99999538	41.45156°S	173.06221°E				STRINGER PROPERTY, PIG VALLEY, AIRSTRIP ROAD	New Zealand																									
N28/f0165		Outcrop	JDC2723					N28 155 737 (NZMS260 map reference (truncated))	2515499.999999998	5973699.999995445	41.44525°S	173.06579°E		Map - 1:50,000 scale	50.0	STRINGER PROPERTY OTC ON W FACING SLOPE EDGE OF PINE PLANTATION, S OF BUSH	New Zealand																									
N28/f0175		Outcrop	S.O. 42					N28 153 730 (NZMS260 map reference (truncated))	2515299.9999999977	5972999.999995381	41.45156°S	173.0634°E	1987			Approx. 3m above farm track skirting the north face of saddle at GR.153730 (above gate in the farm track)	New Zealand			Te Arowhenua Fm., Richmond Group	Etalian				245.5	238.0							N28/f0095; 									
N28/f0180		Outcrop	SO 41					N28 153 729 (NZMS260 map reference (truncated))	2515299.9999999977	5972899.999995371	41.45246°S	173.06341°E	1987			Appro 50m to south of small saddle - bare patch on grassy ridge revealing poor eposure of concoidally weathering grey burrowed siltstone with sparse fossils.	New Zealand			Te Arowhenua Fm., RIchmond Group	Etalian				245.5	238.0																
N28/f0181		Outcrop	SRO 43					N28 156 728 (NZMS260 map reference (truncated))	2515599.9999999963	5972799.999995362	41.45335°S	173.067°E	1987	Map - 1:50,000 scale	50.0	Etensive eposure in Pig Valley Creek; aprro. 50m downstream on true right bank from road bridge over the creek. Collection made under willows just above 2nd large pool starting at the pool below the conspicuous conglomerate bed.	New Zealand			Te Arowhenua formation	Etalian				245.5	238.0																
N28/f0182		Outcrop	SO 51					N28 154 730 (NZMS260 map reference (truncated))	2515399.9999999967	5972999.999995381	41.45155°S	173.0646°E	1987			bedding defined dip face in small tributary of Pig Valley Stream. Face appro 10m long, 1-2m high on true left side as small creek makes a marked swing from SE to E trending.	New Zealand			Te Arowhenua Fm. Richmond Group	Etalian				245.5	238.0																
N28/f0183		Outcrop	SRO 58					N28 152 733 (NZMS260 map reference (truncated))	2515199.999999997	5973299.999995408	41.44885°S	173.06221°E	1987			Float - small boulders, 20-40cm in size, on grassy ridge appro. 100m NE of Trig AA. Position on ridge suggests the boulders are not far out of place.	New Zealand			Te Arowhenua Fm.	Etalian				245.5	238.0																
N28/f0184		Outcrop	SRO 63					N28 151 730 (NZMS260 map reference (truncated))	2515099.999999998	5972999.99999538	41.45156°S	173.06101°E	1987			In upper bank of farm track which travels round SW-SE side of hill from Church-Pig Valley Road to the small saddle at GR 153730. Appro 50m along track towards saddle from gate, about 30m along track from a couple of 2m cobble conglomerate beds.	New Zealand			Te Arowhenua Fm.	Etalian				245.5	238.0																
N28/f0185		Outcrop	SRO 69					N28 152 729 (NZMS260 map reference (truncated))	2515199.9999999963	5972899.999995371	41.45246°S	173.06221°E	1987	Map - 1:50,000 scale	50.0	eposure under fence (falling over) in gully leading up to saddle GR 153730; about 160m up gully bearing approx 040 degrees from road bridge crossing the Pig Valley Stream.	New Zealand			Te Arowhenua Fm.	Etalian				245.5	238.0																
N28/f0186		Outcrop	SRO 74					N28 153 732 (NZMS260 map reference (truncated))	2515299.9999999963	5973199.999995399	41.44975°S	173.0634°E	1987			eposure in upper bank of farm track around a prominant ridge (just on NE side); about 20m along track travelling NE from gate and clump of Manuka trees (which are just on SW side of the prominant ridge).	New Zealand			Te Arowhenua Fm.	Etalian				245.5	238.0																
N28/f0187		Outcrop	SRO 115					N28 155 731 (NZMS260 map reference (truncated))	2515499.9999999967	5973099.99999539	41.45065°S	173.0658°E	1987			approx. 100m up small tributary of Pig Valley Stream from it's confluence with the latter. In true left bank.	New Zealand			Te Arowhenua Fm.	Etalian				245.5	238.0																
N28/f0188		Outcrop	SRO 118					N28 156 731 (NZMS260 map reference (truncated))	2515599.999999997	5973099.999995389	41.45065°S	173.06699°E	1987			15m downstream from where small tributary meets Pig Valley Stream, and 10m upstream of ~90 degree bend in pig valley stream. Outcrop juts out into the stream, from true left bank.	New Zealand			Te Arowhenu Fm.	Etalian				245.5	238.0																
N28/f0189		Outcrop	SO 119					N28 156 731 (NZMS260 map reference (truncated))	2515599.999999997	5973099.999995389	41.45065°S	173.06699°E	1987			dip face making ~90 degree bend in Pig Valley Stream, on true left bank.	New Zealand			Te Arowhenua Fm., Richmond Group.	Etalian				245.5	238.0																
N28/f0190		Outcrop	SRO 121					N28 157 732 (NZMS260 map reference (truncated))	2515699.9999999977	5973199.999995399	41.44975°S	173.06819°E	1987			upper bank of farm track running about 15-20m above Pig Valley Stream. About 60m downstream at where Pig Valley Stream takes a sharp bend from NNW to ENE bearing (track parallels the creek in the ENE bearing section)	New Zealand			Te Arowhenua Fm.	Etalian				245.5	238.0																
N28/f0191		Outcrop	123					N28 159 733 (NZMS260 map reference (truncated))	2515899.9999999967	5973299.999995409	41.44885°S	173.07058°E	1987			etensive highly jointed/faulted eposure in farm track about 30m above sharp bend in Pig Valley Stream (where stream changes orientation from ENE to S). About 20m S of small gully (bottom) which undercuts a prominent conglomerate rib lying about 20m to southeast pf this exposure.	New Zealand			Te Arowhenua Fm.	Etalian				245.5	238.0																
N28/f0192		Outcrop	SRO 125					N28 160 734 (NZMS260 map reference (truncated))	2515999.9999999953	5973399.999995418	41.44795°S	173.07178°E	1987			hummock/dome protruding slightly on NNW side of gully just below (~10m) small saddle between prominent conglomerate rib to the south and hillside to the North.	New Zealand			Te Arowhenua Fm.	Etalian				245.5	238.0																
N28/f0197		Outcrop	SRO 455					N28 149 723 (NZMS260 map reference (truncated))	2514899.999999997	5972299.999995316	41.45786°S	173.05862°E	1987			siltstone and sandstone beds in bank of road/farm track about 40m along the track from where it cuts across the (dry) Pig Valley Streambed	New Zealand			Te Arowhenua Fm.	Etalian				245.5	238.0							N28/f7736; 									
N28/f0199		Outcrop	SRO 482					N28 153 732 (NZMS260 map reference (truncated))	2515299.9999999963	5973199.999995399	41.44975°S	173.0634°E	1987			in bank of farm track just going into gully if heading along trak towards NE (50m beyond the gate just to Sw side of prominent spur which trak winds around.) 	New Zealand			Te Arowhenua Fm.	Etalian				245.5	238.0																
N28/f0200		Outcrop	SRO 487					N28 159 735 (NZMS260 map reference (truncated))	2515899.999999997	5973499.999995426	41.44705°S	173.07058°E	1987			coarse sandy lense in a prominent conglomerate rib, about 70m west from gully bottom, or 100m following the conglomerate rib up from gully bottom (conglomerate 242/52 SE). The conglomerate is the 3rd rib forming one heading from Pig Valley Stream up the Ggully bearing ~005 to 010 degrees. 	New Zealand			Te Arowhenua Fm.	Etalian				245.5	238.0	Etalian				245.5	238.0										
N28/f0211		Outcrop	SRO 824					N28 142 720 (NZMS260 map reference (truncated))	2514199.9999999977	5971999.999995288	41.46057°S	173.05025°E	1987	Map - 1:50,000 scale	50.0	Outcrop in Pig Valley Stream, under bushes, just downstream of sharp bend in stream.	New Zealand			Te Arowhenua Fm., Richmond Group.	Eastonian				453.0	448.4	Etalian				245.5	238.0										
N28/f0212		Outcrop	SRO 846					N28 134 715 (NZMS260 map reference (truncated))	2513399.9999999986	5971499.999995242	41.46507°S	173.04067°E	1987			bank of Pig Valley Stream, about 50m from either end of straight length of stream where it has a D shape kink.	New Zealand			Wantwood Fm.	Etalian				245.5	238.0																
N28/f0215		Outcrop	SRO 861					N28 137 719 (NZMS260 map reference (truncated))	2513699.999999997	5971899.999995278	41.46147°S	173.04426°E	1987			In pig valley stream on a prominent bend (stream bends from NE to SE trending (going downstream)).	New Zealand			Te Arowhenua Fm.	Etalian				245.5	238.0																
N28/f0218		Outcrop	SRO 891					N28 131 721 (NZMS260 map reference (truncated))	2513099.999999999	5972099.999995298	41.45967°S	173.03708°E	1987	Map - 1:50,000 scale	50.0	good eposure in bank of farm track utting round hillside in N-S direction. Approx 300m NE from summit of big hill directly SE of Wantwood station.	New Zealand			Wantwood Fm.	Etalian				245.5	238.0																
N28/f0222		Outcrop	SRO 911					N28 132 719 (NZMS260 map reference (truncated))	2513199.9999999986	5971899.999995279	41.46147°S	173.03828°E	1987			in gully leading eastwards up to summit of large hill at GR 129 719. Gully splits into two (going towards summit) in approx 100m.	New Zealand			Wantwood Fm.	Etalian				245.5	238.0																
N28/f0244		Outcrop	SRO 1318					N28 131 715 (NZMS260 map reference (truncated))	2513099.999999998	5971499.999995242	41.46507°S	173.03708°E	1987			end of ridge about 60m above gully bottom. Siltstone beds weakly protruding from steep face.	New Zealand			Wantwood Fm.	Etalian				245.5	238.0																
N28/f0268		Outcrop	1621					N28 156 727 (NZMS260 map reference (truncated))	2515599.999999996	5972699.999995353	41.45426°S	173.067°E	1987			Approx. 10-15m downstream of bridge across Pig Valley Stream, true left bank. Interbedded sandstones and siltstones.	New Zealand			Te Arowhenua Fm.																						
N28/f0269		Outcrop	SRO 1630					N28 134 715 (NZMS260 map reference (truncated))	2513399.9999999986	5971499.999995242	41.46507°S	173.04067°E	1987			Outcrops in slope at NW edge of small flat area on NW bank (true left) of Pig Valley Stream (Between prominent right angle bends)	New Zealand			Wantwood Formation.																						
N28/f6518	S19/f0518	Outcrop						S19 334 016 (NZMS1 SthIsl (truncated))	2506747.745982852	5966705.528820181	41.50824°S	172.96101°E	1975			'LIMEHILLS' OF ROBINSONS FARM. 88 VALLEY ROAD, WEST FACING SCARP, LOOSE DETRITUS FROM LIMESTONE (BASAL OF STEPHENS FORMATION).	New Zealand																									
N28/f6519	S19/f0519	Outcrop						S19 334 013 (NZMS1 SthIsl (truncated))	2506752.528012863	5966431.315385256	41.51071°S	172.96107°E	1975			POD-LIKE OUTCROP OF LIMESTONE 0.75 KM UP ROBINSON'S CREEK (88 VALLEY ROAD) ON SOUTHWEST SIDE, DETRITUS BELOW SCARP.	New Zealand			STEPHENS FORMATION																						
N28/f7447	S20/f0447	Outcrop						S20 492 135 (NZMS1 SthIsl (truncated))	2520999.8575425935	5977833.822969518	41.40798°S	173.13154°E	1975			'LIMESTONE ON THE BANK OF THE RODING RIVER, JUST ABOVE THE POINT WHERE IT JOINS THE WAIROA RIVER' ... TRECHMANN, 1917: 54.	New Zealand			STEPHENS LIMESTONE FORMATION							Permian				298.9	252.2										
N28/f7457	S20/f0457	Outcrop						S20 475 105 (NZMS1 SthIsl (truncated))	2519493.7556921397	5975064.811132367	41.43293°S	173.11356°E		Map - 1:50,000 scale	50.0	Limestone, Martin's (? difficult to read handwriting on hardcopy) Sawmill upper end of Wairoa Gorge. Nelson.	New Zealand																									
N28/f7458	S20/f0458	Outcrop						S20 491 136 (NZMS1 SthIsl (truncated))	2520906.8691142523	5977923.633195781	41.40717°S	173.13042°E	1975			LIMESTONE, UPPER END OF WAIROA GORGE AT JUNCTION RODING RIVER, WAIMEA CO., NELSON. WAIMEA S.D.	New Zealand																									
N28/f7474	S20/f0474	Outcrop						S20 484 131 (NZMS1 SthIsl (truncated))	2520275.0187819405	5977455.511546909	41.41139°S	173.12287°E	1975			LIMESTONE, MARTINS HILL, WAIROA VALLEY, NELSON. ALSO RECOLLECTED BY J.A. THOMSON 1914 - GS441A. GRID REF. SUPPLIED BY M.R. JOHNSTON, 1983.	New Zealand																									
N28/f7477	S20/f0477	Outcrop						S20 430 078 (NZMS1 SthIsl (truncated))	2515423.681439198	5972525.407671237	41.45583°S	173.06489°E	1975			SELLENS (? SUTTONS), 88 VALLEY, WAIMEA CO. NELSON. GRID REF. SUPPLIED BY M.R. JOHNSTON, 1983.	New Zealand																									
N28/f7500	S20/f0500	Outcrop						S20 484 133 (NZMS1 SthIsl (truncated))	2520271.840273516	5977638.310727432	41.40975°S	173.12283°E	1975			PRODUCTUS LIMESTONE, SELLEN'S SECTION, WAIROA GORGE TO 88 VALLEY, NELSON.	New Zealand																									
N28/f7509	S20/f0509	Outcrop						S20 424 081 (NZMS1 SthIsl (truncated))	2514870.498577431	5972790.063950418	41.45345°S	173.05827°E	1975			SHARP BEND IN PIG VALLEY STREAM, NEAR ROAD.	New Zealand																									
N28/f7523	S20/f0523	Outcrop						S20 484 132 (NZMS1 SthIsl (truncated))	2520273.4295094367	5977546.911135488	41.41057°S	173.12285°E	1975			NORTHWEST SIDE WAIROA GORGE, 300 M NORTH OF JUNCTION GARDEN GULLY ROAD.	New Zealand			UPPER MAITAI LIMESTONE																						
N28/f7533	S20/f0533	Outcrop						S20 427 079 (NZMS1 SthIsl (truncated))	2515147.885826738	5972612.03492942	41.45505°S	173.06159°E	1975			PIG VALLEY ROAD NEAR AND AT LIMESTONE CUTTING. IN PLACE AND ALMOST IN PLACE.	New Zealand																									
N28/f7554	S20/f0554	Outcrop						S20 484 132 (NZMS1 SthIsl (truncated))	2520273.4295094367	5977546.911135488	41.41057°S	173.12285°E	1975			MCKAY'S FOSSIL LOCALITY. WEST SIDE OF GARDEN GULLY ROAD, 0.75 KM NORTH OF SCHOOL.	New Zealand																									
N28/f7630	S20/f0630	Outcrop						S20 523 122 (NZMS1 SthIsl (truncated))	2523853.8788036564	5976694.908142784	41.41819°S	173.1657°E	1975			LIMESTONE AND WEATHERED SANDSTONE FROM TOP OF SPUR ABOVE SMALL STREAM JOINING THE LEE RIVER (EAST SIDE) ABOUT 360 M UP FROM STREAM JUNCTIONS.	New Zealand																									
N28/f7669	S20/f0669	Outcrop						S20 448 098 (NZMS1 SthIsl (truncated))	2517037.0805515866	5974382.067116936	41.4391°S	173.08418°E	1975			IN NEW LIMESTONE LENS (SEE 7799) SOUTH OF THE SADDLE, IN THE NORTH TRIBUTARY OF PIG VALLEY.	New Zealand			STEPHENS FORMATION																						
N28/f7672	S20/f0672	Outcrop						S20 449 099 (NZMS1 SthIsl (truncated))	2517126.8907215637	5974475.0584742855	41.43826°S	173.08525°E	1975			NEWLY DISCOVERED LIMESTONE LENS IN SADDLE BETWEEN TRIBUTARIES OF PIG VALLEY (N) AND WAIROA RIVER. THIS LOCALITY LIES IN THE NORTH WATERSHED OF THE WAIROA TRIBUTARY, ON A 3 M BLUFF AND ITS SCREE 20 M FROM SADDLE.	New Zealand			STEPHENS FORMATION																						
N28/f7673	S20/f0673	Outcrop						S20 430 074 (NZMS1 SthIsl (truncated))	2515430.047309808	5972159.802283872	41.45912°S	173.06497°E	1975			MINOR LIMESTONE LENS EAST OF MAIN LIMESTONE, PIG VALLEY, HILLSIDE SOUTHEAST OF THE NORTH ROAD CUTTING THROUGH THE CHIEF LIMESTONE.	New Zealand			STEPHENS FORMATION																Stephens Fmn, Wellman 1948	60	E	40	Normal		
N28/f7694	S20/f0694	Outcrop						S20 428 083 (NZMS1 SthIsl (truncated))	2515232.922088997	5972979.232045341	41.45174°S	173.0626°E	1975			CUTTING ON ACCESS ROAD, 380 M FROM JUNCTION WITH WAIROA GORGE ROAD, PIG VALLEY.	New Zealand																									
N28/f7699	S20/f0699	Outcrop						S20 491 135 (NZMS1 SthIsl (truncated))	2520908.458216937	5977832.233850161	41.40799°S	173.13044°E	1975		100.0	FURTHER EAST ALONG RIVERBANK THAN GS9140.	New Zealand			STEPHENS FORMATION																						
N28/f7700	S20/f0700	Outcrop						S20 491 135 (NZMS1 SthIsl (truncated))	2520908.458216937	5977832.233850161	41.40799°S	173.13044°E	1975	Map - 1:50,000 scale	50.0	EAST ALONG RIVER BANK FURTHER THAN GS9141. South bank of Roding River in Wairoa Gorge: Limestone lens, east of junction with Wairoa River.	New Zealand			STEPHENS FORMATION	Permian				298.9	252.2																
N28/f7701	S20/f0701	Outcrop						S20 491 135 (NZMS1 SthIsl (truncated))	2520908.458216937	5977832.233850161	41.40799°S	173.13044°E	1975	Map - 1:50,000 scale	50.0	SOUTH BANK OF RODING RIVER IN WAIROA GORGE LIMESTONE LENS 24 M (EST) FROM JUNCTION WITH WAIROA RIVER. MATRIX LIKE C.T. and J.A.T. COLLECTION BUT NOT WATER WORN.	New Zealand			STEPHENS FORMATION																						
N28/f7707	S20/f0707	Outcrop						S20 523 132 (NZMS1 SthIsl (truncated))	2523837.985658784	5977608.889591673	41.40996°S	173.16548°E	1975	Map - 1:50,000 scale	50.0	UP STREAM NORTH OF LEE RIVER QUARRY IN LIMESTONE (WATERHOUSE, 1964) BELOW GS7641 BY 24 M LARGE LIMESTONE BOULDER, 2.50 M DIAMETER.	New Zealand			STEPHENS FORMATION																						
N28/f7708	S20/f0708	Outcrop						S20 526 130 (NZMS1 SthIsl (truncated))	2524115.3582895626	5977430.860877921	41.41156°S	173.16881°E	1975	Map - 1:50,000 scale	50.0	TRIBUTARY OF LEE RIVER EAST OF MEADE'S BRIDGE (SEE WATERHOUSE NZGS BULL. 72), IN LIMESTONE 300 M NORTH OF GS7641. PERSISTENT BAND OVER AT LEAST 60 M, 1-2 M THICK.	New Zealand			STEPHENS FORMATION							Waiitian				254.2	253.2										
N28/f7709	S20/f0709	Outcrop						S20 528 121 (NZMS1 SthIsl (truncated))	2524312.4584982186	5976611.457651566	41.41893°S	173.17118°E	1975	Map - 1:50,000 scale	50.0	LOOSE LIMESTONE BOULDER 1 M HIGH IN ATOMODESMA GRITS 60 M NORTH OF STREAM, NORTH OF 9394 IN THE TRIBUTARY SO DESCRIBED FOR 9394, ABOUT 15 M BELOW (TOPOGRAPHICALLY) THE LIMESTONE. SEE WATERHOUSE 1964 BULL., FIG. 36.	New Zealand			STEPHENS FORMATION																						
N28/f7710	S20/f0710	Outcrop						S20 531 122 (NZMS1 SthIsl (truncated))	2524585.0626713564	5976707.624034888	41.41806°S	173.17444°E	1975	Map - 1:50,000 scale	50.0	TOP OF LIMESTONE ALONG EAST SIDE OF TRIBUTARY EAST OF MEADE'S BRIDGE. AT TOP OF HILLOCK, EXTREME LEFT OF BULL. 72, FIG. 36.	New Zealand			STEPHENS FORMATION																						
N28/f7736	S20/f0736	Outcrop	N41					S20 422 074 (NZMS1 SthIsl (truncated))	2514698.8354508113	5972147.069854528	41.45924°S	173.05622°E	1943	Map - 1:50,000 scale	50.0	N41 -SMALL KNOLL ABOVE TRACK NEAR JUNCTION OF TWO MAIN BRANCHES OF PIG STREAM GS422074.	New Zealand				Etalian				245.5	238.0										GK By WELLMAN UNPUB						
N28/f7737	S20/f0737	Outcrop						S20 415 072 (NZMS1 SthIsl (truncated))	2514062.206461973	5971953.125043188	41.46099°S	173.0486°E	1943	Map - 1:50,000 scale	50.0	LOW SADDLE ON TRACK ABOVE SMALL PATCH OF BUSH	New Zealand				Etalian				245.5	238.0										GK By WELLMAN UNPUB						
N28/f7742	S20/f0742	Outcrop	N29					S20 414 085 (NZMS1 SthIsl (truncated))	2513950.115885741	5973139.758430793	41.4503°S	173.04725°E	1943	Map - 1:50,000 scale	50.0	NEAR END OF TRACK ON HILLSIDE FACING NORTH SW OF CHURCH VALLEY RD.	New Zealand				Etalian	?			245.5	238.0										GK By WELLMAN UNPUB	45	SE	45			
N28/f7743	S20/f0743	Outcrop	414-430					S20 426 086 (NZMS1 SthIsl (truncated))	2515045.3455943903	5973250.254151839	41.4493°S	173.06036°E	1943	Map - 1:50,000 scale	50.0	NORTHWEST OF SADDLE ALONG TRACK ON HILLSIDE EAST OF CHURCH VALLEY ROAD IN CONGLOMERATE, GRITTY SANDSTONE AND THIN INTERBEDDED SILTSTONES.	New Zealand				Etalian				245.5	238.0							N28/f7509; 			SK AND BR By WELLMAN UNPUB	60	SE	55			
N28/f7744	S20/f0744	Outcrop	412-413					S20 427 084 (NZMS1 SthIsl (truncated))	2515139.929416685	5973069.042300404	41.45093°S	173.06149°E	1943	Map - 1:50,000 scale	50.0	ALONG TRACK THROUGH SADDLE ON HILLSIDE EAST OF CHURCH VALLEY ROAD OPPOSITE PIG VALLEY ROAD. ALL IN SILTSTONE BETWEEN TWO CONGLOMERATES.	New Zealand				Etalian				245.5	238.0							N28/f7509; 			GK AND BR By WELLMAN UNPUB	70	S	55			
N28/f7767	S20/f0767	Outcrop	JDC 2847					S20 420 070 (NZMS1 SthIsl (truncated))	2514522.3987175217	5971778.279954538	41.46256°S	173.05411°E		Map - 1:50,000 scale	50.0	PIG VALLEY BULLDOZED TRACK CONTOURING S FACING BRACKEN COVERED SLOPE BETWEEN GATES ACROSS STREAM FROM AROWHENUA ROAD.	New Zealand				Etalian				245.5	238.0	Etalian				245.5	238.0				Br By BECK						
NC/f0136		Outcrop	HJC30B					570230 7600580 (New Caledonia Transverse Mercator)	1821429.6553982461	8109375.534566956	21.69873°S	165.6788°E		Map - 1:50,000 scale	50.0	New quarry working c. 300 m up gravel road beyond lower quarry (HJC30A = NC/f135)	New Caledonia			Moindou Formation	Malakovian				246.5	245.5																
NC/f0161		Outcrop	HJC92					572180 7593990 (New Caledonia Transverse Mercator)	1822755.8298535114	8103583.075680567	21.75819°S	165.69794°E		Map - 1:50,000 scale	50.0	Road cutting, hill top, inner north-south road, Tanghi Peninsula.	New Caledonia			Mara Formation	Puruhauan				259.8	254.2																
NC/f0163		Outcrop	HJC96					571480 7594660 (New Caledonia Transverse Mercator)	1822187.0519769122	8104199.407885649	21.75217°S	165.69114°E		Map - 1:50,000 scale	50.0	Marsh side exposure c. 80 m south of fence, northwest tip of north arm, Tanghi Peninsula.	New Caledonia			Mara Formation	Puruhauan				259.8	254.2																
NC/f0172		Outcrop	HJC116					570910 7595350 (New Caledonia Transverse Mercator)	1821731.9239499595	8104826.084296701	21.74596°S	165.6856°E		Map - 1:50,000 scale	50.0	Marsh side exposure, east side southeast arm, Mara Peninsula.	New Caledonia			Mara Formation	Puruhauan				259.8	254.2																
NC/f0173		Outcrop	HJC117					571030 7595250 (New Caledonia Transverse Mercator)	1821830.1624267837	8104733.240744634	21.74685°S	165.68677°E		Map - 1:50,000 scale	50.0	Marsh side exposure northeast tip east side southeast arm Mara Peninsula.	New Caledonia			Mara Formation	Puruhauan				259.8	254.2																
NC/f0174		Outcrop	HJC118					571010 7595160 (New Caledonia Transverse Mercator)	1821808.0291814944	8104656.593575068	21.74767°S	165.68658°E		Map - 1:50,000 scale	50.0	Marsh side exposure east side, southeast arm Mara Peninsula, south of locality 117 (NC/f173)	New Caledonia			Mara Formation	Puruhauan				259.8	254.2																
NC/f0175		Outcrop	HJC119					557770 7570990 (New Caledonia Transverse Mercator)	1808987.259915265	8084402.435793422	21.96651°S	165.55939°E		Map - 1:50,000 scale	50.0	Marsh side exposure east side south southeast arm, Mara Peninsula.	New Caledonia			Mara Formation	Puruhauan				259.8	254.2																
NC/f0176		Outcrop	HJC120					570950 7595050 (New Caledonia Transverse Mercator)	1821750.2658427646	8104564.829912072	21.74866°S	165.686°E		Map - 1:50,000 scale	50.0	Marsh side exposure east side, southeast arm, Mara Peninsula.	New Caledonia			Mara Formation	Puruhauan				259.8	254.2																
NC/f0177		Outcrop	HJC121					570840 7594970 (New Caledonia Transverse Mercator)	1821650.9303227346	8104501.675303968	21.74939°S	165.68494°E		Map - 1:50,000 scale	50.0	Marsh side exposure, west side southeast arm, Mara Peninsula.	New Caledonia			Mara Formation	Puruhauan				259.8	254.2																
NC/f0291		Outcrop	JAGM19					572100 7594690 (New Caledonia Transverse Mercator)	1822724.2122592176	8104192.022785214	21.75187°S	165.69714°E				Road cutting exposure 50 m to south of cattle stop and gate at south end of Tanghi isthmus.	New Caledonia			Mara Formation	Puruhauan				259.8	254.2																
NC/f0296		Outcrop	JAGM24					571000 7595100 (New Caledonia Transverse Mercator)	1821796.1525510324	8104605.3139434215	21.74821°S	165.68648°E				Marsh side exposure east side, southeast arm of Mara peninsula.	New Caledonia			Mara Formation	Puruhauan				259.8	254.2																
NC/f0306		Outcrop	JAGM84					569710 7600780 (New Caledonia Transverse Mercator)	1820992.3528041742	8109576.452158637	21.69695°S	165.67377°E		Map - 1:50,000 scale	50.0	Bank exposure between the New Mairie and the church in Moindou.	New Caledonia			Moindou Formation	Malakovian				246.5	245.5																
NC/f0306A		Outcrop	HJC5					569710 7600780 (New Caledonia Transverse Mercator)	1820992.3528041742	8109576.452158637	21.69695°S	165.67377°E		Map - 1:50,000 scale	50.0	Bank exposure between the New Mairie and the church in Moindou.	New Caledonia			Moindou Formation	Malakovian				246.5	245.5																
NC/f0319		Outcrop	JDC3156					571010 7595120 (New Caledonia Transverse Mercator)	1821805.8695803122	8104622.047332911	21.74803°S	165.68658°E				Marsh side exposure east side southeast arm of Mara peninsula.	New Caledonia			Mara Formation	Puruhauan				259.8	254.2																
NC/f0320		Outcrop	JDC3184					569690 7600910 (New Caledonia Transverse Mercator)	1820982.2543162478	8109689.607155537	21.69577°S	165.67357°E				In poor bank exposures, perimeter of playing ground below Moindou school.	New Zealand			Moindou Formation	Malakovian				246.5	245.5																
NC/f0325		Outcrop	JDC3189					570900 7594920 (New Caledonia Transverse Mercator)	1821700.056927201	8104455.247557638	21.74984°S	165.68552°E				Marsh side exposure east side of south tip of southeast arm Mara peninsula.	New Caledonia			Mara Formation	Puruhauan				259.8	254.2																
O27/f7500	S15/f0500	Outcrop						S15 822 396 (NZMS1 SthIsl (truncated))	2550746.31912432	6002210.116210867	41.18754°S	173.48568°E	1975	Map - 1:50,000 scale	50.0	FROM BOULDERS IN BED OF WHANGAMOA RIVER, ABOUT 5 KM ON NELSON SIDE OF JUNCTION OF COLLINS RIVER WITH WHANGAMOA RIVER. MAITAIA INTERNAL CASTS OF BOTH WITH WHANGAMOA RIVER.	New Zealand																									
O27/f7502	S15/f0502	Outcrop						S15 845 472 (NZMS1 SthIsl (truncated))	2552728.387533442	6009191.7666762285	41.12457°S	173.50882°E	1975	Map - 1:50,000 scale	50.0	IN BOULDERS OF LIMESTONE ON BEACH PROBABLY FALLEN FROM CONGLOMERATE ABOVE, 2 KM SOUTH OF WHANGAMOA HEAD. NOT MAITAIA.	New Zealand																									
